BANK_ID	BRANCH_ID	Branch_Name	CITY	COUNTRY
1900273304	CC25128	Arthur Avenue Branch	abu hail	Guinea-Bissau 
1900273304	CC25129	Madison Avenue & 86th Street Branch	abu zabi	Guinea-Bissau 
1900273304	CC25130	Hauppauge Branch	abu zabye	Guinea-Bissau 
1900273304	CC25131	Macarthur Airport Vets Hwy Branch	abu zabyo	Guinea-Bissau 
1900273304	CC25132	Smithtown Branch	ad dharbaniya	Ireland 
1900273304	CC25133	Stony Brook Branch	adgat	Ireland 
1900273304	CC25134	Fort Salonga Branch	adh dhaid	Ireland 
1900273304	CC25135	Nanuet Driveup Branch	adhin	Ireland 
1900273304	CC25136	New York North Branch	afarah	Jamaica 
1900273304	CC25137	Valley Cottage Branch	`ain	Jamaica 
1900273304	CC25138	Yankee Stadium Branch	ain al ghamur	Jamaica 
1900273304	CC25139	North Shore Towers Branch	`ain dhawahir	Jamaica 
1900273304	CC25140	Jefferson Valley Mall Branch	ajima	Jamaica 
1900273304	CC25141	Gateway Plaza Branch	akamiya	Jamaica 
1900273304	CC25142	Broadway and 79th Street Branch	al abadilah	Kiribati 
1900273304	CC25143	Morris Park Branch	al ain	Kiribati 
1900273304	CC25144	Tottenville Branch	al ajman	Kiribati 
1900273304	CC25145	Brentwood Branch	al `ayn	Kiribati 
1900273304	CC25146	Lake Ronkonkoma Branch	al `ayn al ghamur	Kiribati 
1900273304	CC25147	Bellmore Branch	al badiyah	Kiribati 
1900273304	CC25148	Allerton Avenue Branch	al bithnah	Kiribati 
1900273304	CC25149	Riverdale North Branch	al daid	Kiribati 
1900273304	CC25150	Boynton Avenue Branch	al-dhayd	Kiribati 
1900273304	CC25151	City Island Branch	al dini	Kiribati 
1900273304	CC25152	Concourse Branch	al duss	Kiribati 
1900273304	CC25153	Melrose Branch	al fai	Kiribati 
1900273304	CC25154	Mosholu Branch	al fiyya	Kiribati 
1900273304	CC25155	Pelham Parkway Branch	al-fudjayra	Kiribati 
1900273304	CC25156	New Lots Branch	al fuqait	Kiribati 
1900273304	CC25157	Boro Park Branch	al fuyay'	Kiribati 
1900273304	CC25158	Brooklyn Trust Branch	al-ghil	Kiribati 
1900273304	CC25159	Brownsville Branch	algida	Kiribati 
1900273304	CC25160	Bushwick Branch	al gissemari	Kiribati 
1900273304	CC25161	Church Avenue Branch	al hagarein	Kiribati 
1900273304	CC25162	Bedford and Dekalb Branch	al haira	Kiribati 
1900273304	CC25163	Flatbush Branch	al hairah	Kiribati 
1900273304	CC25164	Fourth Ave and 51st Street Branch	alhala	Kiribati 
1900273304	CC25165	Flatlands Branch	al hama'im	Kiribati 
1900273304	CC25166	Newkirk Plaza Branch	al hamra'	Mauritania 
1900273304	CC25167	Kings Highway Branch	al hamriya	Mauritania 
1900273304	CC25168	Mapleton Branch	al hayir	Mauritania 
1900273304	CC25169	Ninth Street Branch	al hayl	Mauritania 
1900273304	CC25170	Havemeyer and Broadway Branch	al hayl	Mauritania 
1900273304	CC25171	Avenue H Branch	al hinya	Mauritania 
1900273304	CC25172	Avenue U and East 17th St Branch	al-hirah	Mauritania 
1900273304	CC25173	Park Slope Branch	al-humaimah	Mauritania 
1900273304	CC25174	Albee Square Branch	al ian	Montserrat 
1900273304	CC25175	Sheepshead Bay Branch	aliya	Montserrat 
1900273304	CC25176	Utica Avenue Branch	al jazirah al hamra'	Montserrat 
1900273304	CC25177	Flushing Avenue Branch	al jima	Montserrat 
1900273304	CC25178	Grand Street Branch	al jimi	Montserrat 
1900273304	CC25179	Broadway and 96th Street Branch	al khalabiya	Montserrat 
1900273304	CC25180	Delancey Street Branch	al kharan	Netherlands 
1900273304	CC25181	New York Life Branch	al khatt	Netherlands 
1900273304	CC25182	University Place Branch	al khawiya	New Caledonia 
1900273304	CC25183	Harlem Branch	al khulaybiyah	New Caledonia 
1900273304	CC25184	Broadway and 144th St Branch	al layyah	New Caledonia 
1900273304	CC25185	West 125th Street Branch	al maham	New Caledonia 
1900273304	CC25186	Stuyvesant Town Branch	al-mariyya al-gharbyya	New Caledonia 
1900273304	CC25187	Madison Avenue & 72nd Street Branch	al-mariyya	New Caledonia 
1900273304	CC25188	Madison Ave Abd 48th St Branch	al-mariyyah	New Caledonia 
1900273304	CC25189	Murray Hill Branch	al-mirfa'	New Caledonia 
1900273304	CC25190	Astoria Broadway and 21st St Branch	al mu`taridh	New Caledonia 
1900273304	CC25191	Junction Boulevard Branch	al muwaijh	New Caledonia 
1900273304	CC25192	Glen Oaks Branch	al muweiqi	New Caledonia 
1900273304	CC25193	Holliswood Branch	al-nashash	New Caledonia 
1900273304	CC25194	Jackson Heights Branch	al-naslah	New Caledonia 
1900273304	CC25195	Kew Gardens Branch	al odeid	New Caledonia 
1900273304	CC25196	Sunnyside North Branch	al-qatarah	New Caledonia 
1900273304	CC25197	Ridgewood Branch	al qawr	New Caledonia 
1900273304	CC25198	Woodside Branch	al qima	New Caledonia 
1900273304	CC25199	Scarsdale Central Park Branch	al qor	New Caledonia 
1900273304	CC25200	Madison Square Garden Branch	al-rol	New Caledonia 
1900273304	CC25201	Tysens Lane Branch	al saad	New Caledonia 
1900273304	CC25202	Port Washington Branch	al said	New Caledonia 
1900273304	CC25203	Hunts Point Branch	al satwa	New Caledonia 
1900273304	CC25204	Bedford Village Branch	al selimat	New Caledonia 
1900273304	CC25205	North Broadway Branch	al sharjah	New Caledonia 
1900273304	CC25206	Valley Stream Branch	al-tarif	New Caledonia 
1900273304	CC25207	Croton Branch	al-'udaid	New Caledonia 
1900273304	CC25208	Cypress Hills Branch	al-`udeid	New Caledonia 
1900273304	CC25209	Foster Avenue Branch	al wathba	New Caledonia 
1900273304	CC25210	Greenpoint Branch	an naslah	New Caledonia 
1900273304	CC25211	Glendale Woodhaven Branch	aqqa	San Marino 
1900273304	CC25212	Mount Sinai Branch	`arada	San Marino 
1900273304	CC25213	Boston Post Rd and Weaver Branch	araibi	San Marino 
1900273304	CC25214	Commack Vanderbilt Pkwy Branch	ar ru'ays	Senegal 
1900273304	CC25215	Selden Branch	ash 'mariqah	Senegal 
1900273304	CC25216	Great Neck Plaza Branch	ash shariqa	Senegal 
1900273304	CC25217	Hartsdale Branch	`asimah	Senegal 
1900273304	CC25218	Fleetwood Branch	as salihiyah	Singapore 
1900273304	CC25219	Little Neck Branch	as saqamqam	Singapore 
1900273304	CC25220	Grasmere Branch	athaba	Singapore 
1900273304	CC25221	Parkchester Branch	at tarif	Singapore 
1900273304	CC25222	Throggs Neck Branch	at turayf	Singapore 
1900273304	CC25223	Mott Haven Branch	`awanat	Singapore 
1900273304	CC25224	Wakefield Branch	ayaina	Singapore 
1900273304	CC25225	Bensonhurst Branch	ayn al faidah	Sri Lanka 
1900273304	CC25226	Empire Boulevard Branch	`ayn al ghamur	Sri Lanka 
1900273304	CC25227	Mill Basin Branch	`ayn zawahir	Sri Lanka 
1900273304	CC25228	Bay Ridge Third Avenue Branch	badiya	Sri Lanka 
1900273304	CC25229	Park Avenue and 55th St Branch	badiyyah	Sweden 
1900273304	CC25230	Second Ave and 106th St Branch	bandar mirfah	Sweden 
1900273304	CC25231	135th Street & Fifth Avenue Branch	barahah	Sweden 
1900273304	CC25232	Avenue Of The Americas Branch	batain	Sweden 
1900273304	CC25233	Grand Central Place	batein	Sweden 
1900273304	CC25234	Hudson Street Branch	bidayarat margham	Sweden 
1900273304	CC25235	Noho Branch	bidiya	Sweden 
1900273304	CC25236	Madison Avenue and 64th St Branch	bidyah	Sweden 
1900273304	CC25237	Broadway and Fulton Branch	bid' zayed	Sweden 
1900273304	CC25238	Madison & 79th Street Branch	bilaida	Sweden 
1900273304	CC25239	First Ave and 44th St Branch	bilaidah	Sweden 
1900273304	CC25240	West 14th Street Branch	bithna	Sweden 
1900273304	CC25241	Third Avenue and 79th Street Branch	bithnah	Sweden 
1900273304	CC25242	73rd Street & Broadway Branch	budayyah	Sweden 
1900273304	CC25243	Third Avenue and 56th Street Branch	bulaidha	Sweden 
1900273304	CC25244	Dyckman Street Branch	chuwais	Sweden 
1900273304	CC25245	Ditmars Branch	daba al-ghurfah	Sweden 
1900273304	CC25246	Corona 103rd St Branch	daba al-hisn	United Arab Emirates 
1900273304	CC25247	Broadway-Flushing Branch	daba	United Arab Emirates 
1900273304	CC25248	Yellowstone Branch	dabei	United Arab Emirates 
1900273304	CC25249	Fresh Meadows Branch	dadna	United Arab Emirates 
1900273304	CC25250	Roosevelt and 75th St Branch	dadnah	United Arab Emirates 
1900273304	CC25251	Jamaica Branch	dafir	United Arab Emirates 
1900273304	CC25252	Kew Gardens Branch	dafta	United Arab Emirates 
1900273304	CC25253	Grand Ave and 66th St Branch	daira	United Arab Emirates 
1900273304	CC25254	Metropolitan Avenue Branch	dairah	United Arab Emirates 
1900273304	CC25255	Metropolitan and 74th St Branch	dasa	United Arab Emirates 
1900273304	CC25256	Ozone Park Branch	datta	United Arab Emirates 
1900273304	CC25257	Richmond Hill South Branch	dayd	United Arab Emirates 
1900273304	CC25258	Rockaway Park Branch	deira	United Arab Emirates 
1900273304	CC25259	Whitestone Branch	dhadna	United Arab Emirates 
1900273304	CC25260	Woodhaven Branch	dhafir	United Arab Emirates 
1900273304	CC25261	New Dorp Branch	dhaiah	United Arab Emirates 
1900273304	CC25262	West New Brighton Branch	dhaid	United Arab Emirates 
1900273304	CC25263	Syosset Branch	dhaiyah	United Arab Emirates 
1900273304	CC25264	Yorktown Heights Branch	dhawaihir	United Arab Emirates 
1900273304	CC25265	Midwood Branch	dhayd	United Arab Emirates 
1900273304	CC25266	South Valley Stream Branch	dhuwaiher	United Arab Emirates 
1900273304	CC25267	Ardsley Branch	diba al hisn	United Arab Emirates 
1900273304	CC25268	Brighton Beach Branch	dibah	United Arab Emirates 
1900273304	CC25269	Mcdonald Avenue Branch	dibai	United Arab Emirates 
1900273304	CC25270	Pelham Bay Branch	dibay	United Arab Emirates 
1900273304	CC25271	Carle Place Branch	dibba	United Arab Emirates 
1900273304	CC25272	Millwood Branch	dibbah	United Arab Emirates 
1900273304	CC25273	Second Avenue & 86th Street Branch	digdagga	United Arab Emirates 
1900273304	CC25274	Jamaica Estates Branch	diq duqqah	United Arab Emirates 
1900273304	CC25275	Cross River Branch	dirah	United Arab Emirates 
1900273304	CC25276	Quaker Ridge Branch	dubai	United Arab Emirates 
1900273304	CC25277	Gun Hill Road Branch	dubay	United Arab Emirates 
1900273304	CC25278	East Hills Branch	duhayd	United Arab Emirates 
1900273304	CC25279	Abingdon Square Branch	duwaihir	United Arab Emirates 
1900273304	CC25280	Fort Washington Avenue Branch	duwayhin	Belarus 
1900273304	CC25281	Monroe Branch	el ain	Belarus 
1900273304	CC25282	Brewster Branch	fahlain	Belarus 
1900273304	CC25283	Eastchester Branch	fahlayn	Belarus 
1900273304	CC25284	Halston and Harrison Branch	faiyada	Belarus 
1900273304	CC25285	Larchmont Branch	fakkan	Belarus 
1900273304	CC25286	Mount Kisco Satellite Express Branch	falaiya	Belarus 
1900273304	CC25287	New Rochelle Branch	falaiyah	Belarus 
1900273304	CC25288	Peekskill Branch	falaj al ali	Belarus 
1900273304	CC25289	Pleasantville Branch	falaj ibn mu'alla	Brazil 
1900273304	CC25290	Rye Branch	falj al `ali	Brazil 
1900273304	CC25291	Thruway Branch	falq al ali	Brazil 
1900273304	CC25292	Rosedale Branch	fara	Brazil 
1900273304	CC25293	Gedney Branch	far`	Brazil 
1900273304	CC25294	North White Plains Branch	farfar	Brazil 
1900273304	CC25295	Somers Branch	fashra	Brazil 
1900273304	CC25296	Islip Branch	fayyadah	Brazil 
1900273304	CC25297	Merrick Branch	fili ma`ala	Brazil 
1900273304	CC25298	Select Direct I Branch	fort dabei	Brazil 
1900273304	CC25299	East Meadow Branch	fujaira	Brazil 
1900273304	CC25300	Cross County Branch	fujairah	Brazil 
1900273304	CC25301	Munsey Park Branch	fujayrah	Central African Rep. 
1900273304	CC25302	Chatham Square Branch	fulayyah	Central African Rep. 
1900273304	CC25303	Hicksville Branch	furfar	Central African Rep. 
1900273304	CC25304	Jew. Home & Hosp. Mobile Tel. Branch	gargaha	Central African Rep. 
1900273304	CC25305	Metrotech Branch	garmada	Central African Rep. 
1900273304	CC25306	Tower Branch	ge'aisa	Central African Rep. 
1900273304	CC25307	Fairmount Branch	ghadaf	Central African Rep. 
1900273304	CC25308	Dewitt Branch	ghail	Central African Rep. 
1900273304	CC25309	Industrial Park Branch	ghail	Central African Rep. 
1900273304	CC25310	Minoa Branch	ghalla	Central African Rep. 
1900273304	CC25311	Oneida Branch	ghallah	Central African Rep. 
1900273304	CC25312	Oswego Branch	ghamara	Croatia 
1900273304	CC25313	Seventh North Branch	gharaifah	Cuba 
1900273304	CC25314	James Street Branch	gharefa	Cuba 
1900273304	CC25315	University Branch	ghob	Cuba 
1900273304	CC25316	Manlius Branch	ghubbah	Cuba 
1900273304	CC25317	Cicero Banking Center Branch	ghubbat khawarah	Cuba 
1900273304	CC25318	Lincoln Center Branch	ghumrah	Cuba 
1900273304	CC25319	Brighton Monroe Branch	ghuna	Cuba 
1900273304	CC25320	Brockport Branch	ghura	East Timor 
1900273304	CC25321	Canandaigua Branch	ghurayfah	East Timor 
1900273304	CC25322	Charlotte Branch	ghurfah	East Timor 
1900273304	CC25323	Henrietta Branch	girath	East Timor 
1900273304	CC25324	Irondequoit West Branch	habhab	East Timor 
1900273304	CC25325	Macedon Branch	hadaibah	East Timor 
1900273304	CC25326	Eastway Branch	hadeiba	East Timor 
1900273304	CC25327	East Rochester Fairport Road Branch	hadhi	East Timor 
1900273304	CC25328	Monroe Avenue Branch	hail	Faroe Islands 
1900273304	CC25329	West End Branch	hail	Faroe Islands 
1900273304	CC25330	Browncroft Branch	hail	Faroe Islands 
1900273304	CC25331	Penfield Branch	haira	Faroe Islands 
1900273304	CC25332	Irondequoit East Branch	hair	Faroe Islands 
1900273304	CC25333	Perinton Plaza Branch	hajarain	Faroe Islands 
1900273304	CC25334	Greece Ridge Branch	hajarayn	Faroe Islands 
1900273304	CC25335	Pittsford Village Branch	hajrain	Faroe Islands 
1900273304	CC25336	Westgate Rochester Branch	hama'im	Faroe Islands 
1900273304	CC25337	Williamson Branch	hamra	Georgia 
1900273304	CC25338	U Of R River Campus Branch	hamriya	Georgia 
1900273304	CC25339	Rochester Medical Center Branch	hamriyah	Georgia 
1900273304	CC25340	Scottsville Branch	hamriyyah	Georgia 
1900273304	CC25341	Liverpool Branch	harra	Georgia 
1900273304	CC25342	Rochester Small Bus Lending Branch	hayrah	Georgia 
1900273304	CC25343	Greece Long Pond Branch	hil	Georgia 
1900273304	CC25344	Webster Branch	hili	Georgia 
1900273304	CC25345	Arden Heights Branch	hisn diba	Guam 
1900273304	CC25346	Ny Presbyterian Branch	hiweitein	Guam 
1900273304	CC25347	Bridgeport North End Branch	hiyawa	Guam 
1900273304	CC25348	Bridgeport West Side Branch	howeilat	Guam 
1900273304	CC25349	Fairfield Center Branch	humaym	Guam 
1900273304	CC25350	South Norwalk Branch	husn dibba	Guam 
1900273304	CC25351	Trumbull Quality Street Branch	huwaila	Guam 
1900273304	CC25352	Stony Hill Branch	huwaitin	Guam 
1900273304	CC25353	Milford (Ford Street) Branch	huweilah	Guam 
1900273304	CC25354	Fairfield Woods Branch	idhn	Guam 
1900273304	CC25355	South Wilton Branch	ihaid	Guam 
1900273304	CC25356	Greenfield Hill Branch	istaihah	Guam 
1900273304	CC25357	Newtown Branch	isteiha	Guam 
1900273304	CC25358	Darien Branch	jareef	Guam 
1900273304	CC25359	Shelton Branch	jarmada	Guam 
1900273304	CC25360	Westport Main Street Branch	je`eisah	Guam 
1900273304	CC25361	New Haven Church Street Branch	jeraira	Guam 
1900273304	CC25362	Greens Farms Branch	jereirah	Guam 
1900273304	CC25363	Bridgeport Boston Avenue Branch	jimeirah	Guam 
1900273304	CC25364	Stratford Barnum Avenue Branch	jimi	Guam 
1900273304	CC25365	Monroe Ct Branch	juhr	Guam 
1900273304	CC25366	New Canaan Branch	julfa	Guam 
1900273304	CC25367	New Canaan Drive-In Branch	jumairah	Guam 
1900273304	CC25368	Wilton Center Branch	jumaira	Kazakhstan 
1900273304	CC25369	Ridgefield Branch	jumeira	Kazakhstan 
1900273304	CC25370	Greenwich Financial Center Branch	kalbah	Kazakhstan 
1900273304	CC25371	Stamford Prospect Street Branch	kayya	Kazakhstan 
1900273304	CC25372	Oradell Branch	khaimah	"Korea, South "
1900273304	CC25373	South Street Branch	khalaibiyah	"Korea, South "
1900273304	CC25374	Boonton Branch	khalaibiya	"Korea, South "
1900273304	CC25375	Lake Hiawatha Branch	khan	Laos 
1900273304	CC25376	Denville Branch	khauran	Laos 
1900273304	CC25377	Florham Park Branch	khawr al fakkan	Laos 
1900273304	CC25378	Madison Waverly Branch	khawr al kalba	Laos 
1900273304	CC25379	New Vernon Branch	khawran	Laos 
1900273304	CC25380	Parsippany Road Branch	khawr mala	Laos 
1900273304	CC25381	Montclair Branch	khawr za`ab	Laos 
1900273304	CC25382	Upper Montclair Branch	khor al fakhan	Laos 
1900273304	CC25383	Watchung Plaza Branch	khor al fakkan	Laos 
1900273304	CC25384	Verona Branch	khor al kalba	Laos 
1900273304	CC25385	West Caldwell Branch	khorfakan	Laos 
1900273304	CC25386	Short Hills Branch	khorfakhan	Laos 
1900273304	CC25387	Patterson Market Branch	khor fakhan	Laos 
1900273304	CC25388	Midland Avenue Branch	khor fakkan	Laos 
1900273304	CC25389	Clifton Branch	khor kalba	Laos 
1900273304	CC25390	River Edge Branch	khor khuwair	Laos 
1900273304	CC25391	Hawthorne Branch	khouran	Laos 
1900273304	CC25392	Wyckoff Branch	khubakhib	Laos 
1900273304	CC25393	Hackensack Branch	khuwair	Laos 
1900273304	CC25394	Westfield Branch	kuways	Laos 
1900273304	CC25395	Hillside Branch	laiyah	Laos 
1900273304	CC25396	Ridgewood Branch	laiya	Laos 
1900273304	CC25397	Summit Branch	laiyya	Laos 
1900273304	CC25398	Palisades Park Branch	latir	Laos 
1900273304	CC25399	Fort Lee Branch	lisaili	Laos 
1900273304	CC25400	Chase Plaza Branch	lulaiyah	Laos 
1900273304	CC25401	Montclair - Private Banking Branch	luliyyah	Laos 
1900273304	CC25402	Montclair Drive-In Branch	lu'lu'iyah	Laos 
1900273304	CC25403	Paramus - Private Banking Branch	luluya	Laos 
1900273304	CC25404	Upper Montclair Drive-In Branch	lumweijah	Mozambique 
1900273304	CC25405	Cs First Boston Corp Cashier Branch	ma'airidh	Mozambique 
1900273304	CC25406	Select Direct II Branch	ma'aridh	Mozambique 
1900273304	CC25407	Javits Convention Center Branch	ma`arid	Mozambique 
1900273304	CC25408	Krasdale Foods Corp Cashier Branch	ma'ataradh	Mozambique 
1900273304	CC25409	Morgan Stanley Corp Cashier Branch	ma'ataridh	Mozambique 
1900273304	CC25410	New York Coliseum Branch	madaq	Mozambique 
1900273304	CC25411	Northport Village Drive-In Branch	madha	Mozambique 
1900273304	CC25412	Penn Station - Ctcc Branch	madinat za'id	Mozambique 
1900273304	CC25413	University Heights Branch	magrobiyya	Mozambique 
1900273304	CC25414	Danbury Shoprite Branch	mahtarraqah	Mozambique 
1900273304	CC25415	Amityville Drive-In Branch	maidaq	Mozambique 
1900273304	CC25416	Avenue Of The Americas Branch	manai'i	Mozambique 
1900273304	CC25417	Center Moriches Drive-In Branch	manai	Mozambique 
1900273304	CC25418	Lindenhurst Drive-In Branch	manamah	Mozambique 
1900273304	CC25419	Mastercard Int'l Corp Cashier Branch	manama	Palau 
1900273304	CC25420	Morristown - Private Banking Branch	manqasnah	Palau 
1900273304	CC25421	Prudential Securities Branch	marawah	Palau 
1900273304	CC25422	Riverdale Pao Branch	marbad	Palau 
1900273304	CC25423	Southampton Drive-In Branch	marbah	Palau 
1900273304	CC25424	Ibm Corp Cashier Branch	ma`rid	Philippines 
1900273304	CC25425	Utica-Middle Market Reg Hq Branch	mas`adi	Philippines 
1900273304	CC25426	Patterson Trailer Branch	mashrub	Philippines 
1900273304	CC25427	Mason Street Private Banking Branch	mas'ud	Philippines 
1900273304	CC25428	Mohegan Lake Fsc Branch	mausal	Philippines 
1900273304	CC25429	Houston Main Office	mausil	Philippines 
1900273304	CC25430	Motor Bank Branch	mawsal	Philippines 
1900273304	CC25431	Woodlands Branch	ma`yarid	Russia 
1900273304	CC25432	Detached Drive-In Facility Branch	mezaira'a	Russia 
1900273304	CC25433	Stafford Branch	milqata	Russia 
1900273304	CC25434	Katy Freeway Branch	mirba	Russia 
1900273304	CC25435	Cypress Station Branch	mirbih	Russia 
1900273304	CC25436	Champions Branch	mirfah	Russia 
1900273304	CC25437	Airline Branch	mirfa	Russia 
1900273304	CC25438	Drive-In Facility Branch	mizeir`ah	Russia 
1900273304	CC25439	Kirby Motor Bank Branch	mondafanah	Russia 
1900273304	CC25440	Kirby Motor Bank Branch	mondafinah	Russia 
1900273304	CC25441	Reagan Motor Bank Branch	mozayri`	Russia 
1900273304	CC25442	Reagon Motor Bank Branch	muaifi	Russia 
1900273304	CC25443	Southeast Branch	mughairah	Russia 
1900273304	CC25444	Medical Branch	mughaira	Russia 
1900273304	CC25445	Tanglewood Branch	mugharah	Russia 
1900273304	CC25446	Richmond/Sage Branch	mughayrah	Singapore 
1900273304	CC25447	Del Oro Branch	muhtarqah	Singapore 
